product_name,price,image_url,web_url,gender,index_column,type,colors
Loafers,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/2f/da/2fda55c8a4cb2b9efe01d9d2fdf4cefa73f2603c.jpg],origin[dam],category[Ladies_shoes_loafers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1115290007.html,female,387,Dress,"{208,200,191}"
Mock Turtleneck Sweater,$ 57.99,"https://lp2.hm.com/hmgoepprod?set=source[/1a/92/1a926a796a075ef5ad364ba8b5cf7a0c6b119468.jpg],origin[dam],category[ladies_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1169363008.html,female,388,Shoe,"{20,19,19}"
Rib-knit Pants,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/93/0b/930b232d8aba1487595771d83dd20944de838016.jpg],origin[dam],category[ladies_nightwear_loungewear],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0996926007.html,female,389,Top,"{231,228,220}"
Contrasting-stitch Shirt,$ 32.99,"https://lp2.hm.com/hmgoepprod?set=source[/b4/b0/b4b0706d4af616e2b732eedb3f296f72b2b9c60f.jpg],origin[dam],category[ladies_shirtsblouses_shirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215527002.html,female,390,Pants,"{226,219,208}"
Washed-look Joggers,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/2b/8e/2b8e18b77d4f4f613137b8430aaf52ce9b07cf55.jpg],origin[dam],category[ladies_divided_new_clothes],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1194890003.html,female,391,Outerwear,"{42,42,42}"
Dress Pants,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/48/f7/48f7b1d4b3a598325b1e623373ee7c28851d2934.jpg],origin[dam],category[ladies_trousers_dressed],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207181003.html,female,392,Pants,"{143,166,196}"
V-neck Blouse,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/74/5a/745ac45918b80ad70cff4fec0156ff7b33f687fe.jpg],origin[dam],category[ladies_shirtsblouses_blouses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.0939703095.html,female,393,Pants,"{28,28,28}"
Double-breasted Jacket Dress,$ 74.99,"https://lp2.hm.com/hmgoepprod?set=source[/d8/c1/d8c1466d828238569c7a6bded00c50f86cdce269.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1227922001.html,female,394,Top,"{187,206,200}"
Shaping Swimsuit,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/d5/22/d5229eb8a836698d606099c09bbe6e983fd01974.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209665001.html,female,395,Coat,"{28,28,30}"
Oversized Button-front Jacket,$ 57.99,"https://lp2.hm.com/hmgoepprod?set=source[/0f/0e/0f0e95ec22d3a367053455a04072f50f36d52f2d.jpg],origin[dam],category[ladies_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208934007.html,female,396,Swimwear,"{138,117,66}"
Textured Slingbacks,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/41/63/4163863c36af963d71057560994a0276d2798baf.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208650003.html,female,397,Outerwear,"{174,193,222}"
Tie-belt Shirt Dress,$ 57.99,"https://lp2.hm.com/hmgoepprod?set=source[/95/1d/951dca088fa984242c775a8829d94cd8d92746f1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207692003.html,female,398,Shoe,"{218,218,218}"
Ribbed Pajama Top and Pants,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/79/3d/793d1a3cce93356773760ade5d141402204c468c.jpg],origin[dam],category[ladies_nightwear_pyjamas],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1150109005.html,female,399,Dress,"{224,223,220}"
Sweatshirt with Motif,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/2d/37/2d37a35e3aef13fc66e8544493f8b724a2be4ef5.jpg],origin[dam],category[ladies_hoodiesswetshirts_sweatshirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1056840068.html,female,400,Pants,"{184,187,198}"
Satin Pajama Shirt and Pants,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/40/5f/405f954c8da2d773d856102a097368211211963f.jpg],origin[dam],category[ladies_night],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1135056021.html,female,401,Top,"{61,58,67}"
Coated Biker Jacket,$ 76.99,"https://lp2.hm.com/hmgoepprod?set=source[/96/e7/96e75e9debd09efd4505ef0865f19dfdde67dc99.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209989001.html,female,402,Outerwear,"{235,227,221}"
Shirt Dress with Belt,$ 67.99,"https://lp2.hm.com/hmgoepprod?set=source[/64/5d/645d26c578bfd76afa6c01a4dd4f90fddf39d12d.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1222568001.html,female,403,Outerwear,"{57,47,44}"
Loose-fit Pants,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/60/cc/60ccb5519ea29db208df7f85e48f11bc6dded5c2.jpg],origin[dam],category[ladies_trousers_highwaisted],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202765012.html,female,404,Dress,"{230,221,209}"
Draped Dress,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/49/ab/49ab895c4c2714a496da3806b542eb43ed6f8d10.jpg],origin[dam],category[ladies_dresses_shortdresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198523007.html,female,405,Pants,"{31,26,30}"
Gathered Bodycon Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/e4/a2/e4a22dd5bfbed120c6e054aeecc55f546a3464be.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1211130004.html,female,406,Dress,"{60,92,142}"
Mary Jane Flats,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/a5/2a/a52af1fb36d4c5d96eaa11aad8e53092801e7013.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1226301001.html,female,407,Dress,"{26,24,25}"
Sweater,$ 28.99,"https://lp2.hm.com/hmgoepprod?set=source[/cf/b0/cfb018cb92059910648e7daa3d5a8dd51cccf518.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213827004.html,female,408,Shoe,"{24,23,21}"
Lace-trimmed Crop Top,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/b5/d3/b5d3bbaaa361ad69838297cec9d90ea682d03c48.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214942002.html,female,409,Top,"{180,197,214}"
Rib-knit Tube Top,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/a3/bf/a3bfd7741035e4981e19f46a4f2587d4a89a0084.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203139002.html,female,410,Top,"{234,235,230}"
Sweater,$ 28.99,"https://lp2.hm.com/hmgoepprod?set=source[/96/85/9685d7c07a9d89a3f8cee5c1ac90f72e3793a093.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213827002.html,female,411,Top,"{238,235,229}"
Sweater,$ 28.99,"https://lp2.hm.com/hmgoepprod?set=source[/e5/47/e547c66408ac30d1db96e2aca13be42464a72ab9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213827003.html,female,412,Outerwear,"{236,237,230}"
Gathered-sleeve Jacket,$ 57.99,"https://lp2.hm.com/hmgoepprod?set=source[/82/ca/82cab0148e44e43d1333678609e772ed9aa14e88.jpg],origin[dam],category[ladies_blazers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1036121015.html,female,413,Top,"{238,219,213}"
Modal-blend Utility Dress,$ 99.00,"https://lp2.hm.com/hmgoepprod?set=source[/02/b9/02b978e13c99d1ba3c697b7880fae1e4f207adb1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1225983001.html,female,414,Outerwear,"{197,187,172}"
Sweater,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/2b/db/2bdb2a7d68d2ee1f55aefb85bdc1c4dc2249c86c.jpg],origin[dam],category[ladies_cardigansjumpers_jumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1161770016.html,female,415,Dress,"{25,25,25}"
Denim Shirt,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/0b/43/0b43f85be3d6ae05b398290e8725d144ac442025.jpg],origin[dam],category[ladies_shirtsblouses_shirts],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1212736005.html,female,416,Outerwear,"{56,52,51}"
Top with Eyelet Embroidered Sleeves,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/b5/4b/b54b224488ca82c4a376ba4818eb67cf1933bc75.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1223275001.html,female,417,Outerwear,"{226,226,213}"
Padded-cup High-leg Swimsuit,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/cf/9b/cf9b15edca6196f0855d946eacfe1a3875b30bbe.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209713001.html,female,418,Top,"{29,28,30}"
Cardigan,$ 36.99,"https://lp2.hm.com/hmgoepprod?set=source[/99/a5/99a5143778a7abbe965b6edeea9783b36d70fe2d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203130001.html,female,419,Swimwear,"{30,30,34}"
Lyocell Denim Shirt,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/65/27/6527a9b917a155af674e61aa256cc09d2d15a02d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1219062001.html,female,420,Outerwear,"{26,21,22}"
Straight High Jeans,$ 54.99,"https://lp2.hm.com/hmgoepprod?set=source[/30/a4/30a4a2950fccfcb9c8d3395fa581c854e793ab56.jpg],origin[dam],category[ladies_divided_jeans_straight],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1136205012.html,female,421,Top,"{56,78,108}"
Short Twill Pea Coat,$ 41.99,"https://lp2.hm.com/hmgoepprod?set=source[/34/0d/340d8cfa1e7734f820c016362dae705ca2e825ac.jpg],origin[dam],category[ladies_jacketscoats_jackets],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209971005.html,female,422,Pants,"{72,88,106}"
Knot-buckle Waist Belt,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/1a/81/1a81e092c92e73fbdb04a837c3c9e3fc45391a4b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214703001.html,female,423,Outerwear,"{162,152,154}"
Linen Blazer,$ 119.00,"https://lp2.hm.com/hmgoepprod?set=source[/c4/f8/c4f8853c7d9a8624c120e85fe5be041d4117820a.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1224248001.html,female,424,"",{}
Oversized Printed T-shirt,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/75/1c/751c0fdc47a38b2cca9f21fa0fdf4ffad2e715d2.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1198284009.html,female,425,Outerwear,"{228,223,212}"
Textured button-front skirt,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/3f/c5/3fc557dfc8171aa26584b20b8778a22bca6d02e7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1225062001.html,female,426,Top,"{222,222,223}"
Linen Dress Pants,$ 84.99,"https://lp2.hm.com/hmgoepprod?set=source[/4c/be/4cbe3adbaf22ebc7b3c9b44ea2362094f0958ab3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1224249001.html,female,427,Skirt,"{121,121,121}"
Crop Top,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/32/5a/325acf3f15f297627b53861e2bfcf47c5a11f1d3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1218080001.html,female,428,Pants,"{233,230,220}"
Nylon Windbreaker,$ 36.99,"https://lp2.hm.com/hmgoepprod?set=source[/07/7a/077a85c586c187791763f73d970956074cf0681b.jpg],origin[dam],category[ladies_divided_jacketscoats],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215362003.html,female,429,Outerwear,"{42,48,77}"
Short-sleeved Cashmere Top,$ 119.00,"https://lp2.hm.com/hmgoepprod?set=source[/da/c3/dac37efa6143f756f77055f1ef218f729a83830e.jpg],origin[dam],category[ladies_premium_selection_cardigansjumpers],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1215457002.html,female,430,Top,"{21,21,21}"
Pima Cotton Jersey Top,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/f9/5d/f95d269343429ec151271b47d25ec7a2079dfdba.jpg],origin[dam],category[ladies_premium_selection_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1029736024.html,female,431,Top,"{227,226,218}"
Flared Rib-knit Pants,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/97/6b/976b256e464bc7ac93215a15ba0d672460ae12bc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207035002.html,female,432,Pants,"{40,40,46}"
Fluffy Bouclé-knit Cardigan,$ 41.99,"https://lp2.hm.com/hmgoepprod?set=source[/41/27/4127700a907c9e6ef56dac8faea57dd0e4753594.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1203074002.html,female,433,Outerwear,"{237,237,231}"
Scuba Pencil Skirt,$ 24.99,"https://lp2.hm.com/hmgoepprod?set=source[/1e/9e/1e9e63a2d590ce98445b229fe3729b51ee221aad.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1226690001.html,female,434,Miniskirt,"{28,28,28}"
Rib-knit Dress,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/04/71/04711ae92a6bed4680ab526f0a918cea39f87846.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214093002.html,female,435,Top,"{232,225,215}"
Wide Regular Jeans,$ 36.99,"https://lp2.hm.com/hmgoepprod?set=source[/f6/5e/f65e0492cf08dcc76386cd89fe344633df8387e6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1216000001.html,female,436,Pants,"{222,226,226}"
Jersey Bodycon Dress,$ 20.99,"https://lp2.hm.com/hmgoepprod?set=source[/98/b9/98b9f774e8753a9015a815c6a99d127b48574a16.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208745001.html,female,437,Dress,"{31,29,31}"
Crêped Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/64/b1/64b1a98e0349b23ff9af4beef61f19750472d5a6.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1218087002.html,female,438,Dress,"{228,219,204}"
Ankle-length Pants,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/39/b1/39b1f78cc31659a5ab5a0744ae4ea031f437f30f.jpg],origin[dam],category[ladies_trousers_highwaisted],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1011909039.html,female,439,Pants,"{163,156,139}"
Lace-trimmed Crop Top,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/d1/ae/d1ae901d16e0eb6b2c6917c7a759f09d007dd0bd.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1214942003.html,female,440,Top,"{225,219,207}"
Pima Cotton Jersey Top,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/a7/57/a757ac49e65bdf40104d8274a3ef29762ad95d45.jpg],origin[dam],category[ladies_premium_selection_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1029736026.html,female,441,Top,"{210,209,211}"
Baggy Low Jeans,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/2f/89/2f890496f2634ed505ef588daeea28009b58ee85.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1199190002.html,female,442,Pants,"{240,239,243}"
Oversized Sports Sweatshirt,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/7a/06/7a0696b5fa53f7f0e09b187ef9d49384e7697981.jpg],origin[dam],category[sportswear_women_activity_training_hoodiessweaters],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1075451020.html,female,443,Outerwear,"{152,154,140}"
Padded-cup Swimsuit with Ruffled Straps,$ 29.99,"https://lp2.hm.com/hmgoepprod?set=source[/c8/46/c84693950655879d9c2828b2ad4ba7b11762ff54.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209709001.html,female,444,Swimwear,"{180,141,134}"
Oversized T-shirt,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/d3/06/d3069f172edf80224c93d2ecadc29817c8a4d4a4.jpg],origin[dam],category[ladies_tops_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1061299033.html,female,445,Top,"{231,232,229}"
Denim Shacket,$ 57.99,"https://lp2.hm.com/hmgoepprod?set=source[/dd/8b/dd8bc9f243369bfb555abac98248b12f98429f82.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1218765001.html,female,446,Jacket,"{49,47,50}"
Organza Sleeveless Top with Open Back,$ 17.99,"https://lp2.hm.com/hmgoepprod?set=source[/9b/05/9b05e21f7b25e8a37f1ce6be4e56a79cea138372.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202789001.html,female,447,Outerwear,"{48,48,51}"
Wide Regular Jeans,$ 67.99,"https://lp2.hm.com/hmgoepprod?set=source[/8b/70/8b70c4a700eeab69eb44fd74da5ae9ddcb23c2da.jpg],origin[dam],category[ladies_divided_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1196074006.html,female,448,Pants,"{139,154,172}"
Silk-blend Rib-knit Dress,$ 99.00,"https://lp2.hm.com/hmgoepprod?set=source[/7e/3c/7e3cb0924ff5a7cff5adc4954a31f37060aa6629.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1222999001.html,female,449,Dress,"{81,82,91}"
Pointed Slingback Pumps,$ 34.99,"https://lp2.hm.com/hmgoepprod?set=source[/2e/4c/2e4c5d9344df19809bb4f1db345fbea24b63fcb7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1207834001.html,female,450,High heels,"{223,220,216}"
Baggy High Jeans,$ 44.99,"https://lp2.hm.com/hmgoepprod?set=source[/7c/2b/7c2b2ea862ece606a5e8113870cf3057627b06f6.jpg],origin[dam],category[ladies_jeans_loose],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208532010.html,female,451,Pants,"{48,45,51}"
Ribbed Dress,$ 31.99,"https://lp2.hm.com/hmgoepprod?set=source[/cf/4b/cf4bf3e7a857e169c54c6a1a89f65d1a68e08709.jpg],origin[dam],category[ladies_dresses_mididresses],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1163452002.html,female,452,Dress,"{140,122,114}"
Top with Eyelet Embroidered Sleeves,$ 19.99,"https://lp2.hm.com/hmgoepprod?set=source[/20/de/20dec306b5cf364f205607a32c5f728f40b3723c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1223275002.html,female,453,Top,"{243,243,244}"
Coated Corset-style Dress,$ 64.99,"https://lp2.hm.com/hmgoepprod?set=source[/5c/ee/5cee747271e44b5093c1360871d39bd02a21a19d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1213159001.html,female,454,Dress,"{51,51,51}"
Wide-leg Leather Pants,$ 449.00,"https://lp2.hm.com/hmgoepprod?set=source[/e1/e1/e1e1951b7c124517a1c218722a5688dd9cdc3f26.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1218677001.html,female,455,Shorts,"{48,48,49}"
Leather Loafers,$ 84.99,"https://lp2.hm.com/hmgoepprod?set=source[/d7/b9/d7b9b31fd6190b4a92601757dcb21d8748f990c7.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1209054001.html,female,456,Shoe,"{246,244,242}"
Knit Cashmere Top,$ 135.00,"https://lp2.hm.com/hmgoepprod?set=source[/70/8f/708f726dbdb52270fe911573f4fbed867573d3ea.jpg],origin[dam],category[ladies_premium_selection_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1133910017.html,female,457,Top,"{24,24,34}"
Flared Leather Pants,$ 349.00,"https://lp2.hm.com/hmgoepprod?set=source[/04/bf/04bfa3e460d30d28682fc19fcd6ff4a699b410bb.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1223120001.html,female,458,Pants,"{53,53,54}"
Tie-detail Beach Dress,$ 39.99,"https://lp2.hm.com/hmgoepprod?set=source[/ac/dd/acddc77a3ea902a8a1a0c664fe155cec58479b20.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1208510001.html,female,459,Dress,"{26,24,27}"
Shoulder-pad Top,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/2b/f0/2bf0b2a7ab53d6ff06724ec7d25d24463df9024b.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1229832002.html,female,460,Top,"{240,239,245}"
Oversized Sweatshirt,$ 37.99,"https://lp2.hm.com/hmgoepprod?set=source[/67/97/67974774c060d154c3bef2b9e66184f5fdff5ef1.jpg],origin[dam],category[ladies_licence],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1092132026.html,female,461,Top,"{234,229,218}"
Muslin Pullover Blouse,$ 32.99,"https://lp2.hm.com/hmgoepprod?set=source[/5f/89/5f89adcf5c5982f6ecc8ed86947902f8c55dae81.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1202483004.html,female,462,Top,"{132,157,196}"
Jersey Bodycon Maxi Dress,$ 26.99,"https://lp2.hm.com/hmgoepprod?set=source[/11/d3/11d35ad1356dc909e53f445d7be2332837be1147.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",https://www2.hm.com/en_us/productpage.1224538001.html,female,463,Dress,"{35,33,35}"
